domain,group,inventors_country_flag,work_num,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth
F42-1,us,US,2590.0,0.8694804310798645,8.16485595703125,11.54197120666504,5.713047981262207,4.983995783954455
G00-1,cn,,,,,,,
G00-1,us,,,,,,,
G01-1,cn,CN,2619.0,0.7534946799278259,9.18039894104004,12.138360023498535,7.02674674987793,6.300542956097814
G01-1,us,US,64013.0,0.6989601850509644,9.342059135437012,12.841696739196776,7.035106182098389,6.48443514885895
G02-1,cn,CN,2890.0,1.1604812145233154,8.442440032958984,12.727060317993164,5.959233283996582,5.433110520772729
G02-1,us,US,17237.0,0.7432349324226379,8.980602264404297,12.057113647460938,6.751190185546875,6.016972671682481
G03-1,cn,CN,502.0,0.8144109845161438,8.555304527282715,10.858492851257324,6.582220554351807,5.492733522685938
G03-1,us,US,8141.0,0.7167512774467468,8.828089714050293,11.561965942382812,6.592092037200928,5.805324977129672
G04-1,us,US,600.0,0.8950532078742981,8.804080963134766,11.357470512390137,6.711705207824707,5.752635421358889
G05-1,cn,CN,714.0,0.7471584677696228,8.859990119934082,11.691768646240234,6.826114654541016,5.880581023451981
G05-1,us,US,13436.0,0.7020564675331116,9.00143051147461,11.940807342529297,6.538475513458252,6.032761842189089
G06-1,cn,,,,,,,
G06-1,us,,,,,,,
G07-1,cn,CN,187.0,0.9890822768211364,8.305734634399414,10.281219482421877,6.266838073730469,5.208540596481328
G07-1,us,US,6698.0,0.7578909993171692,8.752553939819336,12.032541275024414,6.248135566711426,5.696422444641215
G08-1,cn,CN,379.0,0.8376571536064148,8.751358032226562,10.74260425567627,6.862532615661621,5.7229828270615
G08-1,us,US,12423.0,0.797892153263092,8.790669441223145,12.543815612792969,6.354584693908691,5.747260214962793
G09-1,cn,CN,1157.0,1.2868456840515137,8.28621768951416,12.38136863708496,5.6291351318359375,5.216593691903995
G09-1,us,US,9219.0,0.8037750720977783,9.008355140686035,12.243274688720703,6.0535569190979,5.996436413881838
G1-1,cn,,,,,,,
G1-1,us,,,,,,,
G10-1,cn,CN,1448.0,0.8990222811698914,8.201383590698242,11.57883358001709,6.14577054977417,4.999269345627667
G10-1,us,US,16247.0,1.043351173400879,8.387446403503418,12.93146800994873,5.9584503173828125,5.242909584653674
G11-1,cn,CN,1866.0,1.1349090337753296,8.771912574768066,12.020699501037598,6.5439043045043945,5.7714913393434415
G11-1,us,US,32717.0,0.9932135939598083,8.72821044921875,12.5674409866333,6.207088947296143,5.672085910566239
G12-1,cn,CN,14.0,2.0975141525268555,6.623310089111328,10.961538314819336,4.8053388595581055,3.8837597265348336
G12-1,us,US,125.0,0.8032893538475037,8.929859161376953,12.361685752868652,7.287849426269531,6.008762571888582
G16-1,cn,CN,335.0,0.7847364544868469,8.56875991821289,11.213769912719728,6.743194103240967,5.452619452388703
G16-1,us,US,10101.0,0.8909372091293335,8.502052307128906,12.190271377563477,6.05507230758667,5.366329853387697
G2-1,cn,CN,6945.0,1.1167808771133425,8.415306091308594,12.771828651428224,5.791517734527588,5.376635122301536
G2-1,us,US,25295.0,0.749488353729248,8.909686088562012,12.720200538635254,6.480833530426025,5.913177577461028
G21-1,cn,CN,193.0,1.0430824756622314,8.271031379699707,11.463082313537598,6.130221843719482,5.217008198738512
G21-1,us,US,3523.0,0.741639256477356,8.89313793182373,12.163087844848633,6.843142986297607,5.944584884284112
G3-1,cn,CN,1240.0,0.7580456137657166,8.388227462768555,11.406192779541016,6.646027088165283,5.2580337175102585
G3-1,us,US,8376.0,0.7273842096328735,8.796425819396973,12.236738204956056,6.603668212890625,5.760638663331747
G4-1,cn,CN,100.0,0.9990705847740172,8.428356170654297,11.312722206115724,6.69461727142334,5.34066378889662
G4-1,us,US,782.0,0.8897602558135986,8.694633483886719,11.959720611572266,6.735448837280273,5.613188190462722
G5-1,cn,CN,1785.0,0.8519829511642456,8.661849975585938,12.0440092086792,6.473862648010254,5.599252224163905
G5-1,us,US,21017.0,0.7927520871162415,8.787276268005371,12.335911750793455,6.304844379425049,5.747830604152455
G6-1,cn,,,,,,,
G6-1,us,,,,,,,
G7-1,cn,CN,383.0,0.8206770420074463,8.45093059539795,11.475584983825684,6.492222309112549,5.347111663919321
G7-1,us,US,10680.0,0.7775800228118896,8.621977806091309,12.187189102172852,6.279957294464111,5.530288496356178
G8-1,cn,CN,965.0,0.8684988021850586,8.483792304992676,11.718841552734377,6.323644161224365,5.368003161618901
G8-1,us,US,17168.0,0.8445583581924438,8.557568550109863,11.984214782714844,6.097692966461182,5.443059443756624
G9-1,cn,CN,5209.0,1.322514891624451,7.713197708129883,13.154062271118164,5.251739978790283,4.52903755969632
G9-1,us,US,13582.0,0.811111569404602,8.937392234802246,12.278076171875,6.506048202514648,5.902247423342587
H01-1,cn,,,,,,,
H01-1,us,,,,,,,
H02-1,cn,CN,1997.0,1.0194785594940186,8.60230541229248,11.502487182617188,6.484625339508057,5.605872724862081
H02-1,us,US,16733.0,0.7853419780731201,8.92296314239502,12.1806640625,6.628391742706299,5.981619481110826
H03-1,cn,CN,1064.0,0.9261645674705504,8.742249488830566,11.655288696289062,6.410775661468506,5.697788955243425
H03-1,us,US,17450.0,0.8778016567230225,8.75351333618164,12.77154541015625,6.166616439819336,5.698138032002703
H04-1,cn,,,,,,,
H04-1,us,,,,,,,
H05-1,cn,CN,2307.0,0.7778881788253784,8.858698844909668,11.634709358215332,6.471766948699951,5.903545251965113
H05-1,us,US,15612.0,0.7479921579360962,9.024093627929688,11.942118644714355,6.610343456268311,6.091601196259461
H1-1,cn,,,,,,,
H1-1,us,,,,,,,
H2-1,cn,CN,4486.0,0.9174307584762572,8.559776306152344,11.589193344116213,6.381739616394043,5.528450294999885
H2-1,us,US,25122.0,0.7682245373725891,8.870719909667969,11.895194053649902,6.589230060577393,5.906842659324155
H3-1,cn,CN,2114.0,0.8458929657936096,8.768354415893555,12.167424201965332,6.507001876831055,5.728401321398266
H3-1,us,US,20193.0,0.8867698907852173,8.754156112670898,12.357324600219728,6.41849422454834,5.701534886708359
H4-1,cn,,,,,,,
H4-1,us,,,,,,,
H5-1,cn,CN,3531.0,0.73575359582901,8.752362251281738,11.653474807739258,6.2917985916137695,5.74325905583062
H5-1,us,US,18651.0,0.72208172082901,8.953438758850098,12.432147026062012,6.50078821182251,5.987841174007656
H6-1,cn,,,,,,,
H6-1,us,,,,,,,
V07-1,cn,,,,,,,
V07-1,us,,,,,,,
