domain,group,betweeness centrality_std_cor,betweeness centrality_average_cor,degree_std_cor,degree_average_cor,closeness centrality_std_cor,closeness centrality_average_cor
3d model-2,us,0.4898979485566356,0.4,0.4898979485566356,0.4,0.4898979485566356,0.4
3d printed-2,cn,0.0,0.0,0.0,0.0,0.0,0.0
3d printed-2,us,0.4180839670623356,0.5114272771190168,0.4439325946435817,0.538971560384136,0.4300521691272895,0.5093884440754837
3d printer-2,cn,0.4565617246452183,0.3708807350356294,0.4805983129743145,0.392280302953147,0.4805983129743145,0.392280302953147
3d printer-2,us,0.3723898184892917,0.7223840000985161,0.3885303829477255,0.7740858175843279,0.3885303829477255,0.7740858175843279
3d scanning-2,cn,0.4898979485566355,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
3d scanning-2,us,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
3d simulation-2,cn,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
4-Dichlorophenoxyacetic acid-2,cn,0.4868336445468096,0.5961860143975326,0.4801280930403612,0.5873541437577143,0.4801280930403612,0.5873541437577143
4-Dinitrophenol-2,cn,0.4,0.8,0.4,0.8,0.4,0.8
4-Dinitrophenol-2,us,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
4-Dioxane-2,cn,0.3973890413132102,0.7944917131492828,0.3978725217289332,0.7955591471247553,0.3878772258475919,0.7605917695785905
4-Dioxane-2,us,0.1864722271965259,0.869395431604028,0.1122099825936408,0.9347694702375288,0.1493687222370004,0.9093442783135932
4-Naphthoquinone-2,cn,0.3999999999999999,0.7999999999999999,0.3999999999999999,0.7999999999999999,0.4,0.8
4-Naphthoquinone-2,us,0.4000000000000001,0.8,0.4000000000000001,0.8,0.4000000000000001,0.8
4-Triazole-2,cn,0.0572206547361487,0.8667958007185268,0.0617946861219952,0.9149009264730186,0.1621112366086176,0.7947271720063515
4-Triazole-2,us,0.4898979485566356,0.4,0.4898979485566356,0.4,0.4898979485566356,0.4
5-Triazine-2,cn,0.4,0.8,0.4,0.8,0.3999999999999999,0.7999999999999998
500 kHz-2,cn,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
8-Hydroxyquinoline-2,cn,0.3774088789200487,0.7513505632189427,0.3875678560412484,0.7738431786897287,0.3839791581182504,0.7581077504846675
8-Hydroxyquinoline-2,us,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
8-bit-2,cn,0.4898979485566356,0.6,0.4898979485566355,0.5999999999999999,0.4898979485566355,0.5999999999999999
8-bit-2,us,0.4000000000000001,0.8,0.4000000000000001,0.8,0.4000000000000001,0.8
A priori and a posteriori-2,cn,0.3506560082083946,0.6967227042983476,0.3820426467987623,0.7634966559225753,0.3007826369046919,0.5065424926694869
A priori and a posteriori-2,us,0.4,0.1999999999999999,0.4,0.1999999999999999,0.4000000000000001,0.2
A priori estimate-2,cn,0.4,0.7999999999999999,0.4,0.7999999999999999,0.4,0.7999999999999999
A priori estimate-2,us,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
A value-2,cn,,,,,,
A* search algorithm-2,cn,0.4898979485566356,0.6,0.4898979485566355,0.6,0.4898979485566356,0.6
A* search algorithm-2,us,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333
ABO blood group system-2,cn,0.0,0.0,0.0,0.0,0.0,0.0
ABO blood group system-2,us,0.4405149606311825,0.3596332940128401,0.4727011735170393,0.3857956222807687,0.4341911795880107,0.348442437100799
ABX test-2,cn,0.3999999999999999,0.1999999999999999,0.4000000000000001,0.2,0.4000000000000001,0.2
ABX test-2,us,0.4,0.8,0.4,0.8,0.4,0.8
AKA-2,cn,0.4898979485566355,0.4,0.4898979485566356,0.4,0.4898979485566356,0.4
AKA-2,us,0.4898979485566356,0.6,0.4898979485566356,0.6,0.4898979485566356,0.6
ALARM-2,cn,0.3518598292133212,0.6984621292953331,0.3561212483286401,0.7085471263026017,0.3441089642228598,0.5547200552316038
ALARM-2,us,0.37294209606438,0.7119458890195112,0.3836271757607642,0.7626135756774245,0.3930123320731228,0.7852133893646965
