inventors_id,time_window,patent_id,time_window_num,patent_num_time_window,total_patent_num,total_patent_num_no_overlap,group,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth,domain
fl:an_ln:grandea-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8900590, 8916160, 8974788], [8900590, 8916160, 8974788], [8900590, 8916160, 8974788], [8900590, 8916160, 8974788], [8900590, 8916160, 8974788], [8974788]]",6,"[3, 3, 3, 3, 3, 1]",16,3,us,0.5957382917404175,0.6660555005073547,1.998166799545288,0.3996332883834839,0.0699917475382534,G01-1
fl:an_ln:houck-1,"[(2010, 2015), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7679529], [9731814], [9731814], [9731814], [9731814]]",5,"[1, 1, 1, 1, 1]",5,2,us,2.691556930541992,3.58874249458313,8.971856117248535,2.242964029312134,1.8530893325805664,G01-1
fl:an_ln:huber-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9134317, 9164109], [9134317, 9164109, 9529003], [9134317, 9164109, 9529003, 9817004], [9134317, 9164109, 9529003, 9817004], [9134317, 9164109, 9529003, 9817004], [9134317, 9164109, 9529003, 9817004]]",6,"[2, 3, 4, 4, 4, 4]",21,4,us,0.5408076643943787,0.7812486290931702,1.965245008468628,0.4841914474964142,0.0820344686508178,G01-1
fl:an_ln:hume-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9473897, 9507009], [9473897, 9507009, 9769623], [10091610, 9473897, 9507009, 9769623], [10091610, 9473897, 9507009, 9769623], [10091610, 9473897, 9507009, 9769623]]",5,"[2, 3, 4, 4, 4]",17,4,us,0.308298647403717,0.4110649526119232,1.0276622772216797,0.2569156289100647,0.0247633457183837,G01-1
fl:an_ln:iavarone-1,"[(2010, 2015), (2014, 2019), (2015, 2020)]","[[7816089], [10208296], [10208296]]",3,"[1, 1, 1]",3,2,us,1.5914084911346436,4.501183032989502,6.751774787902832,3.375887393951416,2.4852454662323,G01-1
fl:an_ln:iorfino-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8739631], [8739631, 9429545], [8739631, 9429545], [8739631, 9429545], [8739631, 9429545], [9429545]]",6,"[1, 2, 2, 2, 2, 1]",10,2,us,1.1368683772161605e-13,1.1199527989447231e-06,1.119952912631561e-06,1.119952912631561e-06,0.0,G01-1
fl:an_ln:jacombhood-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9573702, 9742522], [9573702, 9742522], [9573702, 9742522], [9573702, 9742522]]",4,"[2, 2, 2, 2]",8,2,us,0.0,0.0,0.0,0.0,0.0,G01-1
fl:an_ln:jain-30,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9341520], [9341520, 9785209], [9341520, 9785209], [9341520, 9785209], [9341520, 9785209]]",5,"[1, 2, 2, 2, 2]",9,2,us,1.1439521312713623,1.5252693891525269,3.813173770904541,0.95329350233078,0.3462421894073486,G01-1
fl:an_ln:jamoussi-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7768270, 9201045], [9201045], [9201045], [9201045], [9201045], [9201045]]",6,"[2, 1, 1, 1, 1, 1]",7,2,us,1.0868525505065918,1.21513831615448,3.645414352416992,0.7290828824043274,0.2413898706436157,G01-1
fl:an_ln:jeannotte-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7859657, 8524502], [8524502], [8524502, 9662595, 9707558], [8524502, 9662595, 9707558, '9989459'], [9662595, 9707558, '9989459'], [9662595, 9707558, '9989459']]",6,"[2, 1, 3, 4, 3, 3]",16,5,us,1.5892430543899536,3.693148374557495,6.099311351776123,1.4580615758895874,1.4824833472569736,G01-1
fl:an_ln:jones-59,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9587955], [10068356, 10134259, 9587955], [10068356, 10134259, 9587955], [10068356, 10134259, 9587955]]",4,"[1, 3, 3, 3]",10,3,us,1.2824541330337524,2.221275568008423,4.442551612854004,1.4808504581451416,0.6523966789245605,G01-1
fl:an_ln:joseph-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9031118], [9031118, 9513376], [9031118, 9513376, 9702979, 9784847], [9031118, 9513376, 9702979, 9784847], [9031118, 9513376, 9702979, 9784847], [9031118, 9513376, 9702979, 9784847]]",6,"[1, 2, 4, 4, 4, 4]",19,4,us,1.0503984689712524,1.791461944580078,4.08242654800415,1.2064225673675537,0.3847098350524902,G01-1
fl:an_ln:kalinowski-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8499637, 8960008], [8499637, 8960008], [8499637, 8960008], [8499637, 8960008], [8960008], [8960008]]",6,"[2, 2, 2, 2, 1, 1]",10,2,us,0.2363665550947189,0.6685457229614258,1.0028184652328491,0.5014092922210693,0.0446764628092495,G01-1
fl:an_ln:kandangath-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8159393, 8862387], [8159393, 8862387], [8159393, 8862387, 9644983], [8862387, 9644983], [8862387, 9644983], [9644983]]",6,"[2, 2, 3, 2, 2, 1]",12,3,us,0.9027716517448424,3.087920427322388,4.087366580963135,1.3936583995819092,0.9259281555811611,G01-1
fl:an_ln:kao-3,"[(2010, 2015), (2011, 2016)]","[[7872482, 7884634], [7872482, 7884634]]",2,"[2, 2]",4,2,us,0.0,0.0,0.0,0.0,5.960464477539063e-06,G01-1
fl:an_ln:kaul-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[8387465, 8435798], [8387465, 8435798], [8387465, 8435798], [8387465, 8435798]]",4,"[2, 2, 2, 2]",8,2,us,0.0,0.0,0.0,0.0,-5.960464477539063e-06,G01-1
fl:an_ln:homyk-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8535512, 8841712, 9018684, 9099436, 9154235], [8535512, 8841712, 9018684, 9099436, 9154235, 9234872, 9243277, 9390936, 9410887, 9486163, 9525312], [8535512, 8841712, 9018684, 9099436, 9154235, 9234872, 9243277, 9390936, 9410887, 9486163, 9525312, 9618477, 9642923, 9726647], [8535512, 8841712, 9018684, 9099436, 9154235, 9234872, 9243277, 9390936, 9410887, 9486163, 9525312, 9618477, 9642923, 9726647], [10228366, 8841712, 9018684, 9099436, 9154235, 9234872, 9243277, 9390936, 9410887, 9486163, 9525312, 9618477, 9642923, 9726647], [10228366, 9018684, 9099436, 9154235, 9234872, 9243277, 9390936, 9410887, 9486163, 9525312, 9618477, 9642923, 9726647]]",6,"[5, 11, 14, 14, 14, 13]",71,15,us,0.5026770234107971,0.90991473197937,1.8504059314727783,0.3777476251125335,0.0987941026687622,G01-1
fl:an_ln:hansen-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8669065, 9067824], [8669065, 9067824], [8669065, 9067824], [8669065, 9067824], [8669065, 9067824], [9067824]]",6,"[2, 2, 2, 2, 2, 1]",11,2,us,1.71374773979187,1.9160280227661133,5.748084545135498,1.149616837501526,0.5996684233347622,G01-1
fl:an_ln:grot-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8247216, 8993307], [8247216, 8993307, 9366814], [8247216, 8993307, 9366814, 9658161], [10018764, 8993307, 9366814, 9658161], [10018764, 8993307, 9366814, 9658161], [10018764, 8993307, 9366814, 9658161]]",6,"[2, 3, 4, 4, 4, 4]",21,5,us,0.7910447120666504,1.704198956489563,3.372061491012573,0.8245733976364136,0.3149676322937011,G01-1
fl:an_ln:grygorenko-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9424647], [9424647], [10152795, 9424647], [10152795, 9424647], [10152795, 9424647]]",5,"[1, 1, 2, 2, 2]",8,2,us,5.684341886080804e-14,8.087770879683376e-07,8.087770311249187e-07,8.087770311249187e-07,2.9802322387695312e-06,G01-1
fl:an_ln:gueziec-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8619072, 8982116], [8619072, 8982116], [8619072, 8982116], [8619072, 8982116], [8982116], [8982116]]",6,"[2, 2, 2, 2, 1, 1]",10,2,us,0.5798930525779724,1.6401853561401367,2.460278034210205,1.2301390171051023,0.264934698740646,G01-1
fl:an_ln:gupta-52,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9828820], [10053938, 10060215, 10125586, 9828820], [10053938, 10060215, 10125586, 9828820], [10053938, 10060215, 10125586, 9828820]]",4,"[1, 4, 4, 4]",13,4,us,0.5896002054214478,1.0212174654006958,2.042434930801392,0.6808115839958191,0.1367926597595214,G01-1
fl:an_ln:haddad-2,"[(2010, 2015), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7859455], [9625573], [9625573], [9625573], [9625573]]",5,"[1, 1, 1, 1, 1]",5,2,us,2.2756946086883545,3.03425931930542,7.585649490356445,1.896412372589112,1.3222897052764893,G01-1
fl:an_ln:hall-10,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9022933, 9107630], [9022933, 9107630, 9380992], [9022933, 9107630, 9380992], [9022933, 9107630, 9380992], [9022933, 9107630, 9380992], [9022933, 9107630, 9380992]]",6,"[2, 3, 3, 3, 3, 3]",17,3,us,0.724949300289154,0.8105179667472839,2.431553840637207,0.4863107800483703,0.1114110151926723,G01-1
fl:an_ln:hammond-1,"[(2010, 2015), (2011, 2016), (2012, 2017)]","[[7923212, 8110372], [7923212, 8110372], [8110372]]",3,"[2, 2, 1]",5,2,us,0.1875517219305038,0.5304762721061707,0.7957144379615784,0.3978571593761444,0.0341812769571987,G01-1
fl:an_ln:hansen-31,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9018583], [9018583], [9018583, 9804082], [9018583, 9804082], [9018583, 9804082], [9018583, 9804082]]",6,"[1, 1, 2, 2, 2, 2]",10,2,us,0.0,1.1769308230213935e-06,1.1769308230213935e-06,1.1769308230213935e-06,-5.960464477539063e-06,G01-1
fl:an_ln:holder-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8420327, 9201012], [8420327, 9201012], [8420327, 9201012], [8420327, 9201012], [9201012], [9201012]]",6,"[2, 2, 2, 2, 1, 1]",10,2,us,0.0687839463353157,0.1945503801107406,0.2918255627155304,0.1459127813577652,0.0036350886027065,G01-1
fl:an_ln:hariharan-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9118595], [9118595], [9118595, 9590385], [9118595, 9590385], [9118595, 9590385], [9118595, 9590385]]",6,"[1, 1, 2, 2, 2, 2]",10,2,us,1.0726803541183472,3.033997774124145,4.550996780395508,2.275498151779175,0.9364759922027588,G01-1
fl:an_ln:harter-2,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9250162], [9250162], [10069918, 9250162], [10069918, 9250162], [10069918, 9250162]]",5,"[1, 1, 2, 2, 2]",8,2,us,0.5669068098068237,2.777265787124634,3.4715819358825684,2.3143882751464844,0.748559832572937,G01-1
fl:an_ln:hartman-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8580568, 8932543, 9005980], [8580568, 8932543, 9005980], [8580568, 8932543, 9005980], [8580568, 8932543, 9005980], [8932543, 9005980], [8932543, 9005980]]",6,"[3, 3, 3, 3, 2, 2]",16,3,us,0.2054872959852218,0.5812058448791504,0.8718087673187256,0.4359043836593628,0.0346136093139648,G01-1
fl:an_ln:hatch-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8728290, 9005417, 9201069], [8728290, 9005417, 9201069], [8728290, 9005417, 9201069, 9579649], [8728290, 9005417, 9201069, 9579649], [8728290, 9005417, 9201069, 9579649], [9005417, 9201069, 9579649]]",6,"[3, 3, 4, 4, 4, 3]",21,4,us,0.5891621708869934,1.249724268913269,2.065126657485962,0.6727492213249207,0.180703798929855,G01-1
fl:an_ln:hawkins-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[8265817, 8515611], [8265817, 8515611], [8265817, 8515611], [8515611]]",4,"[2, 2, 2, 1]",7,2,us,0.0,0.0,0.0,0.0,0.0,G01-1
fl:an_ln:hayes-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8773662, 9116158], [8773662, 9116158, 9310292, 9465015], [8773662, 9116158, 9310292, 9465015, 9696286], [8773662, 9116158, 9310292, 9465015, 9696286], [8773662, 9116158, 9310292, 9465015, 9696286], [9116158, 9310292, 9465015, 9696286]]",6,"[2, 4, 5, 5, 5, 4]",25,5,us,0.5354230999946594,0.5713803172111511,1.4803946018218994,0.0779154524207115,0.0552678108215332,G01-1
fl:an_ln:hickerson-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8153064, 9115393], [8153064, 9115393, 9358540], [8153064, 9115393, 9358540], [9115393, 9358540], [9115393, 9358540], [9115393, 9358540]]",6,"[2, 3, 3, 2, 2, 2]",14,3,us,3.5081561122751737e-07,1.465293280489277e-06,1.961421503438032e-06,1.2172291690148995e-06,0.0,G01-1
fl:an_ln:hoang-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8793545, 8836366, 8904248], [8793545, 8836366, 8904248], [8793545, 8836366, 8904248, 9541603], [8793545, 8836366, 8904248, 9541603], [8793545, 8836366, 8904248, 9541603], [9541603]]",6,"[3, 3, 4, 4, 4, 1]",19,4,us,2.28455662727356,2.2573814392089844,6.772144794464111,0.3983614444732666,0.9261327981948853,G01-1
fl:an_ln:hoffman-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7920962, 8265873, 8412400, 8831984, 8930133, 9087314], [7920962, 8265873, 8412400, 8831984, 8930133, 9087314, 9448560], [8265873, 8412400, 8831984, 8930133, 9087314, 9448560], [8412400, 8831984, 8930133, 9087314, 9448560], [8831984, 8930133, 9087314, 9448560], [8930133, 9087314, 9448560]]",6,"[6, 7, 6, 5, 4, 3]",31,7,us,0.3101551234722137,0.8956775069236755,1.3398326635360718,0.4680262506008148,0.0817495584487915,G01-1
fl:an_ln:mcfarland-2,"[(2010, 2015), (2011, 2016)]","[[7688063, 7843202, 7884627, 7956635], [7884627, 7956635]]",2,"[4, 2]",6,4,us,0.0,1.6675641536712646,1.6675641536712646,1.6675641536712646,0.42477548122406,G01-1
fl:an_ln:shkel-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8113050, 8322213, 8443667, 8549915, 8567247, 8656776, 8800370, 8991247, 9139417, 9217756], [8113050, 8322213, 8443667, 8549915, 8567247, 8656776, 8800370, 8991247, 9139417, 9217756, 9274136, 9310199, 9429428], [8113050, 8322213, 8443667, 8549915, 8567247, 8656776, 8800370, 8991247, 9139417, 9217756, 9274136, 9310199, 9429428, 9696340, 9702728], [10036652, 8443667, 8549915, 8567247, 8656776, 8800370, 8991247, 9139417, 9217756, 9274136, 9310199, 9429428, 9696340, 9702728], [10036652, 8656776, 8800370, 8991247, 9139417, 9217756, 9274136, 9310199, 9429428, 9696340, 9702728], [10036652, 8991247, 9139417, 9217756, 9274136, 9310199, 9429428, 9696340, 9702728]]",6,"[10, 13, 15, 14, 11, 9]",72,16,us,0.4065853059291839,0.8891071677207947,1.466044545173645,0.4288665950298309,0.0878204902013095,G01-1
fl:an_ln:silver-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9220443], [9220443, 9521977], [9220443, 9521977], [10143621, 9220443, 9521977], [10143621, 9220443, 9521977], [10143621, 9220443, 9521977]]",6,"[1, 2, 2, 3, 3, 3]",14,3,us,0.8751642107963562,0.8751652240753174,2.625494241714477,1.58467014443886e-06,0.1455632845560757,G01-1
fl:an_ln:singer-7,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9374696], [9374696, 9608738], [9374696, 9608738], [9374696, 9608738], [9374696, 9608738]]",5,"[1, 2, 2, 2, 2]",9,2,us,1.6215389966964722,2.1620516777038574,5.405129909515381,1.3512824773788452,0.6876134872436523,G01-1
fl:an_ln:singh-32,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8855003], [8855003], [8855003], [10079752, 10110469, 8855003], [10079752, 10110469, 8855003], [10079752, 10110469]]",6,"[1, 1, 1, 3, 3, 2]",11,3,us,0.9768001437187196,3.418801069259644,5.372401237487793,2.4420006275177,1.126407583554581,G01-1
fl:an_ln:singh-64,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8686727, 8728290, 8911606, 8961766, 9002654, 9005417, 9186668, 9201069], [8686727, 8728290, 8911606, 8961766, 9002654, 9005417, 9186668, 9201069, 9244065, 9372245], [8686727, 8728290, 8911606, 8961766, 9002654, 9005417, 9186668, 9201069, 9244065, 9372245, 9579649, 9766230, 9824870], [10024849, 8686727, 8728290, 8911606, 8961766, 9002654, 9005417, 9186668, 9201069, 9244065, 9372245, 9579649, 9766230, 9824870], [10024849, 8686727, 8728290, 8911606, 8961766, 9002654, 9005417, 9186668, 9201069, 9244065, 9372245, 9579649, 9766230, 9824870], [10024849, 8961766, 9002654, 9005417, 9186668, 9201069, 9244065, 9372245, 9579649, 9766230, 9824870]]",6,"[8, 10, 13, 14, 14, 11]",70,14,us,0.4086504280567169,0.7975447177886963,1.325306057929993,0.3979815244674682,0.0770505269368442,G01-1
fl:an_ln:sjong-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8530861, 8911961, 9068985], [8530861, 8911961, 9068985], [8530861, 8911961, 9068985, 9759700], [10145815, 8530861, 8911961, 9068985, 9759700], [10145815, 8911961, 9068985, 9759700], [10145815, 9068985, 9759700]]",6,"[3, 3, 4, 5, 4, 3]",22,5,us,0.8209220170974731,2.130683183670044,3.330904245376587,1.110076069831848,0.4822496573130337,G01-1
fl:an_ln:skirda-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7652267, 7989780, 8069719, 8071390, 8084756, 8166828, 8373140, 8590362, 8943901, 9001319, 9140648], [7989780, 8069719, 8071390, 8084756, 8166828, 8373140, 8590362, 8943901, 9001319, 9140648, 9261459, 9383235, 9464982], [8166828, 8373140, 8590362, 8943901, 9001319, 9140648, 9261459, 9383235, 9464982, 9557270, 9618376, 9751059, 9835482], [10107756, 8373140, 8590362, 8943901, 9001319, 9140648, 9261459, 9383235, 9464982, 9557270, 9618376, 9751059, 9835482, '9857305'], [10107756, 8943901, 9001319, 9140648, 9261459, 9383235, 9464982, 9557270, 9618376, 9751059, 9835482, '9857305'], [10107756, 8943901, 9001319, 9140648, 9261459, 9383235, 9464982, 9557270, 9618376, 9751059, 9835482, '9857305']]",6,"[11, 13, 13, 14, 12, 12]",75,20,us,0.3591323494911194,1.2140611410140991,1.9566630125045776,0.8518499732017517,0.1522783438364712,G01-1
fl:an_ln:smart-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9052261], [9052261, 9435726], [9052261, 9435726], [9052261, 9435726], [9052261, 9435726], [9052261, 9435726]]",6,"[1, 2, 2, 2, 2, 2]",11,2,us,1.1368683772161605e-13,1.1396522268114495e-06,1.1396521131246118e-06,1.1396521131246118e-06,0.0,G01-1
fl:an_ln:smith-25,"[(2013, 2018), (2014, 2019), (2015, 2020)]","[[10131944], [10131944, 10209258], [10131944, 10209258]]",3,"[1, 2, 2]",5,2,us,0.928115725517273,2.625108003616333,3.937661647796631,1.968830943107605,0.8533477783203125,G01-1
fl:an_ln:smith-78,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9396641], [9396641], [10086251, 9396641], [10086251, 9396641], [10086251, 9396641]]",5,"[1, 1, 2, 2, 2]",8,2,us,0.3658614754676819,1.7923475503921509,2.2404346466064453,1.4936230182647705,0.3018364310264587,G01-1
fl:an_ln:sood-6,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7741045, 7741046, 8048642, 8067241, 8305579, 8568991, 8647829, 8765643, 8778846, 8822147, 9176032, 9201063], [8048642, 8067241, 8305579, 8568991, 8647829, 8765643, 8778846, 8822147, 9176032, 9201063, 9250245, 9322051, 9518982], [8305579, 8568991, 8647829, 8765643, 8778846, 8822147, 9176032, 9201063, 9250245, 9322051, 9518982], [10101322, 8568991, 8647829, 8765643, 8778846, 8822147, 9176032, 9201063, 9250245, 9322051, 9518982, '9984199'], [10101322, 10175174, 8647829, 8765643, 8778846, 8822147, 9176032, 9201063, 9250245, 9322051, 9518982, '9984199'], [10101322, 10175174, 9176032, 9201063, 9250245, 9322051, 9518982, '9984199']]",6,"[12, 13, 11, 12, 12, 8]",68,18,us,0.4461659491062164,1.0067015886306765,1.8141298294067385,0.6078947186470032,0.1111066341400146,G01-1
fl:an_ln:spanias-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8392198], [8392198, 9507011], [8392198, 9507011], [8392198, 9507011], [9507011], [9507011]]",6,"[1, 2, 2, 2, 1, 1]",9,2,us,2.499217748641968,3.4329395294189453,7.209173202514648,1.0298818349838257,1.6299249728520664,G01-1
fl:an_ln:sparks-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7855786, 8464571, 8593155, 8833161, 9039976], [8464571, 8593155, 8833161, 9039976, 9386379], [8464571, 8593155, 8833161, 9039976, 9386379], [10032976, 8464571, 8593155, 8833161, 9039976, 9386379], [10032976, 8833161, 9039976, 9386379], [10032976, 9039976, 9386379]]",6,"[5, 5, 5, 6, 4, 3]",28,7,us,0.6816692352294922,1.3540997505187988,2.5507678985595703,0.616912305355072,0.213699539502457,G01-1
fl:an_ln:srinivasan-9,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8464107, 8962531], [8464107, 8962531], [8464107, 8962531], [8464107, 8962531], [8962531], [8962531]]",6,"[2, 2, 2, 2, 1, 1]",10,2,us,1.0225499868392944,2.892207860946656,4.338311672210693,2.169155597686768,0.8545049031575473,G01-1
fl:an_ln:stampor-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8224519, 9115663], [8224519, 9115663], [8224519, 9115663], [9115663], [9115663], [9115663]]",6,"[2, 2, 2, 1, 1, 1]",9,2,us,3.966528083765297e-08,1.800438440113794e-06,1.840103664108028e-06,1.7607731024327222e-06,0.0,G01-1
fl:an_ln:shuber-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9080206], [9080206], [9080206, 9810610], [9080206, 9810610], [9080206, 9810610], [9080206, 9810610]]",6,"[1, 1, 2, 2, 2, 2]",10,2,us,0.7588534355163574,2.146362066268921,3.219542980194092,1.609771728515625,0.4541985193888394,G01-1
fl:an_ln:mcleod-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9442074], [9442074, '9851341'], [10127410, 9442074, '9851341'], [10127410, 9442074, '9851341'], [10127410, 9442074, '9851341']]",5,"[1, 2, 3, 3, 3]",12,3,us,1.3413193225860596,1.9339526891708367,4.333526611328125,0.9469497203826904,0.5156025290489197,G01-1
fl:an_ln:sacco-2,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9234797, 9322911], [9234797, 9322911], [9234797, 9322911], [9234797, 9322911], [9234797, 9322911]]",5,"[2, 2, 2, 2, 2]",10,2,us,0.0,5.668596259056358e-07,5.668596259056358e-07,5.668596259056358e-07,0.0,G01-1
fl:an_ln:sanchezrubio-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7772579, 8867046], [8867046], [8867046], [10073177, 8867046], [10073177, 8867046], [10073177]]",6,"[2, 1, 1, 2, 2, 1]",9,3,us,1.5907779932022097,3.266897201538086,6.3171000480651855,1.5606309175491333,1.1787750323613435,G01-1
fl:an_ln:sappey-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8255169, 8699011, 8786856, 8786857], [8255169, 8699011, 8786856, 8786857, 9366621], [8255169, 8699011, 8786856, 8786857, 9366621], [8699011, 8786856, 8786857, 9366621], [8699011, 8786856, 8786857, 9366621], [9366621]]",6,"[4, 5, 5, 4, 4, 1]",23,5,us,1.1422414779663086,1.7004780769348145,4.117965221405029,0.9009258151054382,0.380175312360123,G01-1
fl:an_ln:sastry-1,"[(2010, 2015), (2011, 2016), (2012, 2017)]","[[8190383, 8190384], [8190383, 8190384], [8190383, 8190384]]",3,"[2, 2, 2]",6,2,us,5.684341886080804e-14,8.895529504115984e-07,8.895530072550173e-07,8.895530072550173e-07,0.0,G01-1
fl:an_ln:schaeffer-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7794949, 8969340], [8969340], [8969340], [8969340], [8969340], [8969340]]",6,"[2, 1, 1, 1, 1, 1]",7,2,us,0.8147215247154236,0.9108862280845642,2.732658863067627,0.546531617641449,0.1310716072718349,G01-1
fl:an_ln:scoca-1,"[(2010, 2015), (2011, 2016), (2012, 2017)]","[[7738318, 7768873, 8335129, 8340844], [8335129, 8340844], [8335129, 8340844]]",3,"[4, 2, 2]",8,4,us,0.6544698476791382,1.851120352745056,2.7766804695129395,1.3883402347564695,0.4432658354441372,G01-1
fl:an_ln:seetharaman-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7978620, 8982719], [7978620, 8982719], [8982719], [8982719], [8982719], [8982719]]",6,"[2, 2, 1, 1, 1, 1]",8,2,us,0.0,1.218018383042363e-06,1.218018383042363e-06,1.218018383042363e-06,0.0,G01-1
fl:an_ln:sendonaris-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9035829], [9035829, 9247392, 9322900], [9035829, 9247392, 9322900, 9797982], [9035829, 9247392, 9322900, 9797982, '9998874'], [10203397, 9035829, 9247392, 9322900, 9797982, '9998874'], [10203397, 9035829, 9247392, 9322900, 9797982, '9998874']]",6,"[1, 3, 4, 5, 6, 6]",25,6,us,1.0146658420562744,1.7389405965805054,3.930297136306762,0.90241676568985,0.3673716386159356,G01-1
