inventors_id,time_window,patent_id,time_window_num,patent_num_time_window,total_patent_num,total_patent_num_no_overlap,group,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth,domain
fl:an_ln:senyei-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[7943294, 8219327, 8372581], [7943294, 8219327, 8372581], [8219327, 8372581], [8372581]]",4,"[3, 3, 2, 1]",9,3,us,1.1453227996826172,1.5429222583770752,3.085844755172729,0.4408349394798279,0.3694593906402588,G01-1
fl:an_ln:sharon-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8785148, 9199250], [8785148, 9199250], [8785148, 9199250, 9611501], [8785148, 9199250, 9611501], [8785148, 9199250, 9611501], [9199250, 9611501]]",6,"[2, 2, 3, 3, 3, 2]",15,3,us,8.42936955791629e-08,0.9109510779380798,0.9109510779380798,0.9109509587287904,0.0752055644989013,G01-1
fl:an_ln:shatilo-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8243547], [8243547], [8243547, 9733371], [9733371], [9733371], [9733371]]",6,"[1, 1, 2, 1, 1, 1]",7,2,us,1.3988280296325684,3.4970703125,4.895898342132568,0.699414074420929,1.255040168762207,G01-1
fl:an_ln:shchemelinin-1,"[(2013, 2018), (2014, 2019), (2015, 2020)]","[[10139283, 10145944], [10139283, 10145944, 10203247], [10139283, 10145944, 10203247]]",3,"[2, 3, 3]",8,3,us,0.4005923569202423,1.133046269416809,1.6995694637298584,0.8497847318649292,0.1689354578654018,G01-1
fl:an_ln:shedletsky-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9466653], [9466653, 9753436], [9466653, 9753436], [9466653, 9753436], [9466653, 9753436]]",5,"[1, 2, 2, 2, 2]",9,2,us,1.30923593044281,1.745647668838501,4.364119529724121,1.0910297632217407,0.4408192634582519,G01-1
fl:an_ln:kravitz-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8695438], [8695438, 9395236, 9448124], [8695438, 9395236, 9448124], [8695438, 9395236, 9448124], [10168264, 8695438, 9395236, 9448124], [10168264, 9395236, 9448124]]",6,"[1, 3, 3, 3, 4, 3]",17,4,cn,1.345011591911316,1.8182002305984497,4.4498701095581055,0.8658217787742615,0.4567738374074253,G01-1
fl:an_ln:kretzrommel-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8999328, 9150661], [8999328, 9150661, 9249229], [8999328, 9150661, 9249229], [8999328, 9150661, 9249229], [8999328, 9150661, 9249229], [8999328, 9150661, 9249229]]",6,"[2, 3, 3, 3, 3, 3]",17,3,cn,0.3195920884609222,0.3573149144649505,1.0719445943832395,0.2143889516592025,0.0205447276433261,G01-1
fl:an_ln:krol-2,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9606245, 9733167, 9835737], [9606245, 9733167, 9835737], [9606245, 9733167, 9835737], [9606245, 9733167, 9835737]]",4,"[3, 3, 3, 3]",12,3,cn,0.0,0.0,0.0,0.0,5.960464477539063e-06,G01-1
fl:an_ln:kuczma-1,"[(2010, 2015), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7697144], [9841315], [9841315], [9841315], [9841315]]",5,"[1, 1, 1, 1, 1]",5,2,cn,2.270249366760254,3.026998996734619,7.567498207092285,1.8918745517730715,1.3362586498260498,G01-1
fl:an_ln:kukreja-3,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9494601], [9494601, 9658236], [9494601, 9658236], [9494601, 9658236], [9494601, 9658236]]",5,"[1, 2, 2, 2, 2]",9,2,cn,0.0,6.291030558713828e-07,6.291030558713828e-07,6.291030558713828e-07,0.0,G01-1
fl:an_ln:kumar-10,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9006028], [9006028, 9244101], [9006028, 9244101, 9671429], [9006028, 9244101, 9671429], [10215775, 9006028, 9244101, 9671429], [10215775, 9006028, 9244101, 9671429]]",6,"[1, 2, 3, 3, 4, 4]",17,4,cn,1.4845023155212402,2.116496324539185,5.361134052276611,1.146567463874817,0.5943715572357178,G01-1
fl:an_ln:kumar-33,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9494707], [9494707, 9645275], [9494707, 9645275], [9494707, 9645275], [9494707, 9645275]]",5,"[1, 2, 2, 2, 2]",9,2,cn,0.9593124389648438,1.279083251953125,3.1977081298828125,0.7994269728660583,0.2443587779998779,G01-1
fl:an_ln:kummel-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8178357, 8384409], [8178357, 8384409, 9250233], [8178357, 8384409, 9250233], [8384409, 9250233], [9250233], [9250233]]",6,"[2, 3, 3, 2, 1, 1]",12,3,cn,1.9392540454864504,4.329314708709717,6.717393398284912,2.2082972526550293,2.030070026715606,G01-1
fl:an_ln:kuo-8,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9384582, 9517006], [9384582, 9517006], [9384582, 9517006], [9384582, 9517006], [9384582, 9517006]]",5,"[2, 2, 2, 2, 2]",10,2,cn,0.0,5.463808747663279e-07,5.463808747663279e-07,5.463808747663279e-07,0.0,G01-1
fl:an_ln:kurtz-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7661317, 7714591, 7716964, 7743672, 7762139, 7779699, 7874216, 7878069, 7882744, 7921724, 7997143, 8069730, 8074521, 8177422, 8191424, 8196476, 8276459, 8276466, 8286495, 8307713, 8437976, 8482372, 8561470, 8578782, 8631707, 8631709, 8635915, 8671764, 8800376, 8975898, 8988184, 9027409, 9127993], [7874216, 7878069, 7882744, 7921724, 7997143, 8069730, 8074521, 8177422, 8191424, 8196476, 8276459, 8276466, 8286495, 8307713, 8437976, 8482372, 8561470, 8578782, 8631707, 8631709, 8635915, 8671764, 8800376, 8975898, 8988184, 9027409, 9127993, 9250145, 9291516, 9316551, 9341534, 9360385, 9470597], [8177422, 8191424, 8196476, 8276459, 8276466, 8286495, 8307713, 8437976, 8482372, 8561470, 8578782, 8631707, 8631709, 8635915, 8671764, 8800376, 8975898, 8988184, 9027409, 9127993, 9250145, 9291516, 9316551, 9341534, 9360385, 9470597, 9709450, 9739677, 9766146], [10048139, 8437976, 8482372, 8561470, 8578782, 8631707, 8631709, 8635915, 8671764, 8800376, 8975898, 8988184, 9027409, 9127993, 9250145, 9291516, 9316551, 9341534, 9360385, 9470597, 9709450, 9739677, 9766146], [10048139, 8631707, 8631709, 8635915, 8671764, 8800376, 8975898, 8988184, 9027409, 9127993, 9250145, 9291516, 9316551, 9341534, 9360385, 9470597, 9709450, 9739677, 9766146], [10048139, 8975898, 8988184, 9027409, 9127993, 9250145, 9291516, 9316551, 9341534, 9360385, 9470597, 9709450, 9739677, 9766146]]",6,"[33, 33, 29, 23, 19, 14]",151,43,cn,0.4404419958591461,1.0375539064407349,1.6388630867004397,0.4991063177585602,0.1186949014663696,G01-1
fl:an_ln:kuschel-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8887767, 8939176, 8960236], [8887767, 8939176, 8960236], [8887767, 8939176, 8960236], [8887767, 8939176, 8960236], [8887767, 8939176, 8960236], [8939176, 8960236]]",6,"[3, 3, 3, 3, 3, 2]",17,3,cn,0.6465347409248352,0.7228477597236633,2.1685433387756348,0.4337086975574493,0.0825544198354037,G01-1
fl:an_ln:laikhter-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[7803936, 8377641], [8377641], [8377641], [8377641]]",4,"[2, 1, 1, 1]",5,2,cn,0.7766090631484985,1.345126390457153,2.690252780914306,0.8967509269714355,0.229954719543457,G01-1
fl:an_ln:lamkin-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9037392, 9207319], [9037392, 9207319, 9472109, 9482301], [9037392, 9207319, 9472109, 9482301, 9581692, 9842388], [9037392, 9207319, 9472109, 9482301, 9581692, 9842388], [9037392, 9207319, 9472109, 9482301, 9581692, 9842388], [9037392, 9207319, 9472109, 9482301, 9581692, 9842388]]",6,"[2, 4, 6, 6, 6, 6]",30,6,cn,0.7660667896270752,1.0641634464263916,2.689204216003418,0.6064448952674866,0.1567685604095459,G01-1
fl:an_ln:lasso-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8920356], [8920356], [8920356], [10155082, 8920356], [10155082, 8920356], [10155082]]",6,"[1, 1, 1, 2, 2, 1]",8,2,cn,1.7787706851959229,3.5575411319732666,7.115082263946533,1.7787705659866333,1.397410829861954,G01-1
fl:an_ln:kourtidis-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9095592], [9095592], [9095592, 9637554], [9095592, 9637554], [9095592, 9637554], [9095592, 9637554]]",6,"[1, 1, 2, 2, 2, 2]",10,2,cn,0.0,1.1723277566488832e-06,1.1723277566488832e-06,1.1723277566488832e-06,0.0,G01-1
fl:an_ln:kotowski-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7720195, 7817776, 7826589, 7876880, 7963695, 7995705, 8059781, 8148693, 8385501, 8401147, 8687765, 8995619, 9020096, 9025731, 9069101, 9223049], [7876880, 7963695, 7995705, 8059781, 8148693, 8385501, 8401147, 8687765, 8995619, 9020096, 9025731, 9069101, 9223049, 9285498, 9291741], [8148693, 8385501, 8401147, 8687765, 8995619, 9020096, 9025731, 9069101, 9223049, 9285498, 9291741], [8385501, 8401147, 8687765, 8995619, 9020096, 9025731, 9069101, 9223049, 9285498, 9291741], [8687765, 8995619, 9020096, 9025731, 9069101, 9223049, 9285498, 9291741], [8995619, 9020096, 9025731, 9069101, 9223049, 9285498, 9291741]]",6,"[16, 15, 11, 10, 8, 7]",67,18,cn,0.3206485509872436,0.806746244430542,1.2009316682815552,0.2237631976604461,0.0700356562932285,G01-1
fl:an_ln:kellyrowley-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019)]","[[8425028, 8779057], [8425028, 8779057], [8425028, 8779057], [8425028, 8779057], [8779057]]",5,"[2, 2, 2, 2, 1]",9,2,cn,1.176409363746643,1.5685458183288574,3.921364545822144,0.980341136455536,0.3441524505615234,G01-1
fl:an_ln:kessie-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9651469], [10073008, 9651469], [10073008, 9651469], [10073008, 9651469]]",4,"[1, 2, 2, 2]",7,2,cn,0.5647628903388977,0.9781980514526368,1.9563961029052728,0.6521320343017578,0.1270830631256103,G01-1
fl:an_ln:killorin-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9274171], [9274171, 9791507], [9274171, 9791507], [9274171, 9791507], [9274171, 9791507]]",5,"[1, 2, 2, 2, 2]",9,2,cn,0.0319415628910064,0.0425889641046524,0.1064720898866653,0.026618180796504,0.0002491474151611,G01-1
fl:an_ln:kim-9,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8711351, 8810780, 8993339, 9019495, 9074937], [8711351, 8810780, 8993339, 9019495, 9074937, 9377409, 9442071, 9476833], [8711351, 8810780, 8993339, 9019495, 9074937, 9377409, 9442071, 9476833, 9592001, 9638625, 9678013, 9709538, 9739717, 9778198], [8711351, 8810780, 8993339, 9019495, 9074937, 9377409, 9442071, 9476833, 9592001, 9638625, 9678013, 9709538, 9739717, 9778198], [8711351, 8810780, 8993339, 9019495, 9074937, 9377409, 9442071, 9476833, 9592001, 9638625, 9678013, 9709538, 9739717, 9778198], [8993339, 9019495, 9074937, 9377409, 9442071, 9476833, 9592001, 9638625, 9678013, 9709538, 9739717, 9778198]]",6,"[5, 8, 14, 14, 14, 12]",67,14,cn,0.6501268148422241,1.150074124336243,2.517024040222168,0.687574028968811,0.1626092195510864,G01-1
fl:an_ln:king-21,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9546930, 9797815], [9546930, 9797815], [10197477, 9546930, 9797815], [10197477, 9546930, 9797815]]",4,"[2, 2, 3, 3]",10,3,cn,5.960464477539065e-08,0.61240553855896,0.6124055981636047,0.6124054789543152,0.037927428881332,G01-1
fl:an_ln:kirk-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9541667, 9804289], [10012755, 9541667, 9804289], [10012755, 10203426, 9541667, 9804289], [10012755, 10203426, 9541667, 9804289]]",4,"[2, 3, 4, 4]",13,4,cn,0.0169654730707407,0.0239937119185924,0.0479869097471237,1.3066218116364323e-06,8.64267349243164e-05,G01-1
fl:an_ln:kirmse-2,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8014946, 8825383, 8855931], [8014946, 8825383, 8855931, 9310211, 9417074], [8825383, 8855931, 9310211, 9417074, 9587947, 9842380], [10152770, 8825383, 8855931, 9310211, 9417074, 9587947, 9842380], [10152770, 10168155, 8825383, 8855931, 9310211, 9417074, 9587947, 9842380], [10152770, 10168155, 9310211, 9417074, 9587947, 9842380]]",6,"[3, 5, 6, 7, 8, 6]",35,9,cn,0.5971747040748596,1.3626827001571655,2.192513465881348,0.5593777894973755,0.2051333586374966,G01-1
fl:an_ln:klodowski-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9562950, 9739841], [9562950, 9739841], [9562950, 9739841], [9562950, 9739841]]",4,"[2, 2, 2, 2]",8,2,cn,0.0,0.0,0.0,0.0,0.0,G01-1
fl:an_ln:klosinski-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[8234927, 8448525, 8548753], [8234927, 8448525, 8548753], [8234927, 8448525, 8548753], [8448525, 8548753]]",4,"[3, 3, 3, 2]",11,3,cn,0.5901883840560913,1.0222361087799072,2.0444724559783936,0.6814907789230347,0.1380637288093567,G01-1
fl:an_ln:kniazev-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9476990], [9476990, 9691861], [9476990, 9691861], [9476990, 9691861], [9476990, 9691861]]",5,"[1, 2, 2, 2, 2]",9,2,cn,1.5228391885757446,2.030452251434326,5.0761308670043945,1.2690327167510986,0.5962264537811279,G01-1
fl:an_ln:koestel-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7807446, 8997398, 9006513], [8997398, 9006513], [8997398, 9006513, 9689782], [8997398, 9006513, 9689782], [8997398, 9006513, 9689782], [8997398, 9006513, 9689782]]",6,"[3, 2, 3, 3, 3, 3]",17,4,cn,0.6633197069168091,1.382182002067566,2.4213979244232178,0.9151096940040588,0.2161600192387851,G01-1
fl:an_ln:kopek-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8865477], [8865477], [8865477, '9846161'], [8865477, '9846161'], [8865477, '9846161'], ['9846161']]",6,"[1, 1, 2, 2, 2, 1]",9,2,cn,2.7597010135650635,3.790740728378296,7.960555076599121,1.137222170829773,1.991279125213623,G01-1
fl:an_ln:kosolobov-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8081107, 8094067, 9134424], [8081107, 8094067, 9134424], [8094067, 9134424], [9134424], [9134424], [9134424]]",6,"[3, 3, 2, 1, 1, 1]",11,3,cn,0.293343722820282,1.4359049797058103,2.048731803894043,1.1730166673660278,0.1921333869298251,G01-1
fl:an_ln:kothari-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8265821], [8265821], [8265821, 9669820], [9669820], [9669820], [9669820]]",6,"[1, 1, 2, 1, 1, 1]",7,2,cn,1.8542383909225464,4.635595798492432,6.489834308624268,0.9271191954612732,2.263906399408981,G01-1
fl:an_ln:leadbetter-1,"[(2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9683930], [9683930], [10168274, 9683930], [10168274, 9683930]]",4,"[1, 1, 2, 2]",6,2,cn,0.0,0.1557837426662445,0.1557837426662445,0.1557837426662445,0.0023980935414584,G01-1
fl:an_ln:leesedeescobar-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9097751], [9097751, 9464993], [9097751, 9464993], [10078118, 9097751, 9464993], [10078118, 10175308, 9097751, 9464993], [10078118, 10175308, 9097751, 9464993]]",6,"[1, 2, 2, 3, 4, 4]",16,4,cn,1.244236707687378,2.837913274765014,5.415773391723633,1.3002326488494873,0.8713396390279087,G01-1
fl:an_ln:mahadevanjansen-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8553219], [8553219], [8553219, 9687190, 9824440], [8553219, 9687190, 9824440], [9687190, 9824440], [9687190, 9824440]]",6,"[1, 1, 3, 3, 2, 2]",12,3,cn,1.83478319644928,3.5983057022094727,5.397459030151367,1.0794917345046997,1.4812322457631382,G01-1
fl:an_ln:makarewicz-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9089844, 9156010, 9216392], [9089844, 9156010, 9216392, 9492797], [9089844, 9156010, 9216392, 9492797, 9623384], [10071377, 10137449, 10150117, 9089844, 9156010, 9216392, 9492797, 9623384], [10071377, 10137449, 10150117, 9089844, 9156010, 9216392, 9492797, 9623384], [10071377, 10137449, 10150117, 9089844, 9156010, 9216392, 9492797, 9623384]]",6,"[3, 4, 5, 8, 8, 8]",36,8,cn,0.2553529441356659,1.326053023338318,1.891283392906189,1.18300199508667,0.1665270328521728,G01-1
fl:an_ln:mammen-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8778618], [8778618, 9335326], [8778618, 9335326], [8778618, 9335326], [8778618, 9335326], [9335326]]",6,"[1, 2, 2, 2, 2, 1]",10,2,cn,0.0,1.173715986624302e-06,1.173715986624302e-06,1.173715986624302e-06,5.960464477539063e-06,G01-1
fl:an_ln:mane-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8921799], [8921799], [8921799], [8921799], [10180508, 8921799], [10180508]]",6,"[1, 1, 1, 1, 2, 1]",7,2,cn,2.189974784851074,3.917545557022095,8.814477920532227,2.938159227371216,1.7546053727467807,G01-1
fl:an_ln:mannucci-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9255993], [9255993, 9576082], [9255993, 9576082], [9255993, 9576082], [9255993, 9576082]]",5,"[1, 2, 2, 2, 2]",9,2,cn,0.8148716688156128,1.0864956378936768,2.7162389755249023,0.6790597438812256,0.1739490032196045,G01-1
fl:an_ln:manuilov-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9170262], [9170262, 9405884], [9170262, 9405884, 9612247], [9170262, 9405884, 9612247], [9170262, 9405884, 9612247], [9170262, 9405884, 9612247]]",6,"[1, 2, 3, 3, 3, 3]",15,3,cn,1.0751467943191528,1.8973779678344729,4.154600620269775,1.2432541847229004,0.4174242417017666,G01-1
fl:an_ln:marchese-4,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8973447], [8973447], [8973447, 9618439], [8973447, 9618439], [8973447, 9618439], [8973447, 9618439]]",6,"[1, 1, 2, 2, 2, 2]",10,2,cn,0.0,1.1045212886529043e-06,1.1045212886529043e-06,1.1045212886529043e-06,0.0,G01-1
fl:an_ln:martin-20,"[(2013, 2018), (2014, 2019), (2015, 2020)]","[[10032683, 10060974], [10032683, 10060974, 10217682], [10032683, 10060974, 10217682]]",3,"[2, 3, 3]",8,3,cn,0.27093106508255,0.7663087844848633,1.149463176727295,0.5747315883636475,0.0782390435536655,G01-1
fl:an_ln:martinez-14,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8628729, 8821810, 8921118, 9192933, 9193988], [8628729, 8821810, 8921118, 9192933, 9193988], [8628729, 8821810, 8921118, 9192933, 9193988, 9551706, 9664679], [8628729, 8821810, 8921118, 9192933, 9193988, 9551706, 9664679], [8628729, 8821810, 8921118, 9192933, 9193988, 9551706, 9664679], [9192933, 9193988, 9551706, 9664679]]",6,"[5, 5, 7, 7, 7, 4]",35,7,cn,0.654007613658905,0.9816784858703612,2.129955530166626,0.3897879421710968,0.1265233755111694,G01-1
fl:an_ln:martone-3,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8502731, 9057783], [8502731, 9057783, 9250323, 9395434, 9435882], [8502731, 9057783, 9250323, 9395434, 9435882], [10101436, 8502731, 9057783, 9250323, 9395434, 9435882], [10101436, 10203405, 9057783, 9250323, 9395434, 9435882], [10101436, 10203405, 9057783, 9250323, 9395434, 9435882]]",6,"[2, 5, 5, 6, 6, 6]",30,7,cn,1.2512863874435425,1.8819937705993648,4.411829471588135,0.853630542755127,0.4744625091552734,G01-1
fl:an_ln:marzec-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9476754], [9476754], [10059892, 9476754], [10059892, 9476754], [10059892, 9476754]]",5,"[1, 1, 2, 2, 2]",8,2,cn,0.2723957002162933,1.3344606161117554,1.6680759191513062,1.1120505332946775,0.1759040355682373,G01-1
fl:an_ln:masterson-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[7830800, 8199820, 8619570], [8199820, 8619570], [8199820, 8619570], [8619570]]",4,"[3, 2, 2, 1]",8,3,cn,1.1848602294921875,1.6756463050842283,3.351292133331299,1.2227552588228718e-06,0.4199127356211392,G01-1
fl:an_ln:matsko-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[7665891, 8210044, 8514400], [8210044, 8514400, 9360626], [8210044, 8514400, 9360626], [8514400, 9360626, '9983550'], [10168429, 9360626, '9983550'], [10168429, 9360626, '9983550']]",6,"[3, 3, 3, 3, 3, 3]",18,6,cn,0.4787605106830597,2.3916234970092773,3.3392794132232666,1.9889090061187744,0.5604888995488437,G01-1
fl:an_ln:may-23,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018)]","[[7748259, 8522614], [8522614], [8522614], [8522614]]",4,"[2, 1, 1, 1]",5,2,cn,1.1491432189941406,1.9903743267059328,3.980748653411865,1.3269160985946655,0.5272358655929565,G01-1
fl:an_ln:madhuranthakam-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8587305, 8704518, 9063206], [8587305, 8704518, 9063206], [8587305, 8704518, 9063206], [8587305, 8704518, 9063206], [8704518, 9063206], [9063206]]",6,"[3, 3, 3, 3, 2, 1]",15,3,cn,0.8147972226142883,1.51010000705719,3.240638256072998,1.0244122743606567,0.2740381161371914,G01-1
fl:an_ln:madan-4,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8637652], [8637652], [8637652], [8637652, '9994904'], [8637652, '9994904'], ['9994904']]",6,"[1, 1, 1, 2, 2, 1]",8,2,cn,0.0,1.1591924931053654e-06,1.1591924931053654e-06,1.1591924931053654e-06,0.0,G01-1
fl:an_ln:lehovich-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9423362], [9423362], [9423362], [10228486, 9423362], [10228486, 9423362]]",5,"[1, 1, 1, 2, 2]",7,2,cn,0.2693860828876495,1.3197165727615356,1.6496458053588867,1.0997637510299685,0.1689988374710083,G01-1
fl:an_ln:leonard-7,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9180461], [9180461, 9260763, 9400234, 9435718], [9180461, 9260763, 9400234, 9435718], [9180461, 9260763, 9400234, 9435718], [9180461, 9260763, 9400234, 9435718], [9180461, 9260763, 9400234, 9435718]]",6,"[1, 4, 4, 4, 4, 4]",21,4,cn,1.5613362789154053,1.7456272840499878,5.236881256103516,1.047376275062561,0.5033155282338413,G01-1
fl:an_ln:leutheuser-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8384354, 8396680, 8471529, 8529125, 8587318, 9172118], [8384354, 8396680, 8471529, 8529125, 8587318, 9172118], [8384354, 8396680, 8471529, 8529125, 8587318, 9172118], [8384354, 8396680, 8471529, 8529125, 8587318, 9172118], [9172118], [9172118]]",6,"[6, 6, 6, 6, 1, 1]",26,6,cn,1.193846344947815,3.3767073154449463,5.065061092376709,2.5325305461883545,1.176743507385254,G01-1
fl:an_ln:levchenko-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019)]","[[8449837, 8822206], [8449837, 8822206], [8449837, 8822206], [8449837, 8822206], [8822206]]",5,"[2, 2, 2, 2, 1]",9,2,cn,1.09877610206604,1.46503484249115,3.662586927413941,0.9156468510627748,0.3033936023712158,G01-1
fl:an_ln:leyrat-1,"[(2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9329170], [9329170, '9850483'], [9329170, '9850483'], [9329170, '9850483'], [9329170, '9850483']]",5,"[1, 2, 2, 2, 2]",9,2,cn,1.594550609588623,2.1260673999786377,5.315168857574463,1.3287920951843262,0.6581103801727295,G01-1
fl:an_ln:li-66,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9213124, 9213125], [9213124, 9213125], [9213124, 9213125], [10018746, 9213124, 9213125], [10018746, 9213124, 9213125], [10018746, 9213124, 9213125]]",6,"[2, 2, 2, 3, 3, 3]",15,3,cn,4.214684778958144e-08,0.7477490901947021,0.7477490901947021,0.7477490305900574,0.0525158643722534,G01-1
fl:an_ln:lin-14,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[8886290, 8930145], [8886290, 8930145], [8886290, 8930145], [8886290, 8930145], [8886290, 8930145], [8930145]]",6,"[2, 2, 2, 2, 2, 1]",11,2,cn,1.2931818962097168,1.4458212852478027,4.337463855743408,0.8674927949905396,0.3326863050460815,G01-1
fl:an_ln:madabhushi-1,"[(2010, 2015), (2011, 2016), (2012, 2017), (2013, 2018), (2014, 2019), (2015, 2020)]","[[9177104, 9183350], [9177104, 9183350, 9262583], [9177104, 9183350, 9262583, '9851421'], [10004471, 9177104, 9183350, 9262583, '9851421', '9984212'], [10004471, 9177104, 9183350, 9262583, '9851421', '9984212'], [10004471, 9177104, 9183350, 9262583, '9851421', '9984212']]",6,"[2, 3, 4, 6, 6, 6]",27,6,cn,0.6666999459266663,1.61483895778656,2.851015090942383,1.0397392511367798,0.2856254577636719,G01-1
